-5.276138516259904598e+00,-3.500394142962786947e+00,-1.254997841075651266e+01,-6.654572206107841836e+00,-5.884027930800542094e+00,3.318988350012810784e+00,6.105444220606647043e+00,-1.307018734661821835e+00
3.379399047147113588e+00,9.110942598954421712e+00,-1.021635139718511631e+01,-5.624279866452375209e+00,-1.034799392398643469e+01,6.375748128656431035e-01,4.147590848719477030e+00,5.706755501652688523e+00
-3.741260603874631663e+00,-5.209092285292452829e+00,-9.318140450927687723e+00,-5.796180367265729494e+00,-8.592326613873838781e+00,3.914769763494510890e+00,9.268419111277108158e+00,2.238890362184523752e+00
-4.165712213503343087e+00,-6.430108533911231383e+00,-7.026776859038711187e+00,-3.195352745411274675e+00,-3.428268686842008250e+00,2.054076267038196235e+00,3.076083841679017716e+00,4.134686363112583862e+00
-9.951211792483150020e-02,-3.240533670943025690e+00,-7.036213428376526302e+00,-4.520961225325328847e+00,-8.204401861033973731e+00,1.311813525549097026e+00,8.326032969241596859e+00,5.726609119638172984e-01
5.653567623322348634e-01,-6.377327706115107020e+00,8.200433765479296255e+00,-3.822663317667970517e+00,-6.247991360381805137e+00,-7.728709501417691641e+00,1.219260644446679809e+00,9.997263216044677492e+00
2.431966789383554595e+00,-6.085317747170905456e+00,1.162699737117985066e+01,-1.579754277639846105e+00,-4.315510837884717787e+00,-8.686203650851368252e+00,-3.404759717779263006e+00,1.315286213957900152e+01
1.597360952815074064e+00,-3.803024729032830287e+00,9.493066765364840620e+00,-7.384699785149310358e+00,-7.746017662961422801e+00,-1.072168200582357223e+01,5.760276147616769649e-01,1.090527425503223924e+01
3.178698026427508871e+00,8.594555195351290422e+00,-9.453049110340092653e+00,-5.444188750583270675e+00,-1.147899314269982263e+01,9.807726252016299995e-01,3.765331078029935608e+00,6.641460716166996292e+00
1.589710504306737437e+00,5.932610509535376053e+00,-6.171919068027308164e+00,-4.768304482368572295e+00,-1.087546864710471795e+01,4.338157721633790764e+00,2.061242560370412313e+00,5.397234550715823254e+00
-3.397116970466203423e+00,4.609513815013928095e+00,-1.037665425937171015e+01,-5.849517313474808411e+00,-9.135431441264183050e+00,-8.759630297839366975e+00,2.750688208064003604e+00,7.685824803617776091e+00
5.793340169041908183e+00,8.775717443708225929e+00,-7.444201829493513500e+00,-7.273583466540491926e+00,-1.025919082296702989e+01,3.207304269884390990e+00,2.205186091615135346e+00,6.323431888499288611e+00
-1.655350946603793005e-01,-2.515524470026646586e+00,6.033704773857127890e+00,-7.843350468037105117e+00,-3.440319972575881735e+00,-1.052881388172081145e+01,-2.102171748665568884e+00,9.328563352087693161e+00
-5.579848045634662412e+00,4.247038382967398995e+00,-7.038574559984913215e+00,-4.751788108276070233e+00,-6.795078077999460398e+00,-8.369632178061721106e+00,1.749216212224397937e+00,7.709937859753369871e+00
-5.771591105371452812e+00,7.553995388010315892e+00,-6.698713441137772229e+00,-5.736410466803904207e+00,-8.554425300844677338e+00,-9.270256308426517933e+00,4.069243286014419425e+00,8.154456064007318261e+00
3.458265553005044346e+00,-2.299551840367221267e+00,8.404013309545252497e+00,-3.948086345210458425e+00,-6.662909687229909395e+00,-8.751329755597334170e+00,-2.602960328007367430e+00,1.103553509775753483e+01
3.090972909771839028e+00,8.857085765768863084e+00,-3.370918017719408688e+00,-8.343885045618486984e+00,-1.136240243506559899e+01,4.674673957165338400e+00,4.272762748209181893e+00,6.799355658923817991e+00
-2.812237014063270202e+00,5.825853683447093090e+00,-3.480769634533801060e+00,-7.646413470008616819e+00,-8.336589284995980620e+00,-8.690559873120220047e+00,3.672544454077426579e-01,7.231377355959716091e+00
2.111002856297318875e+00,-5.702403929676325589e+00,3.985664837554906637e+00,-4.107419188351055794e+00,-8.323688675622385347e+00,-1.286879286901680430e+01,-9.755879416800512516e-01,1.041472175614185147e+01
-1.310159502121572395e+00,1.295318564723896948e+00,-4.832484516235515670e+00,-7.369403390235559570e+00,-9.991429400815746931e+00,-8.542651950811594119e+00,5.366971142370482006e+00,7.096266284200897445e+00
3.502020466911306862e+00,-1.723786326173815109e+00,4.955199325605311067e+00,-6.637667653652924216e+00,-7.195541768737852450e+00,-1.006616437874681935e+01,-3.287727534687369335e+00,1.021502519465029479e+01
-4.543601621662292978e+00,5.757570940533468296e+00,-9.185699117406850078e+00,-6.655253118241921229e+00,-6.112473207633270178e+00,-1.001153097079425436e+01,3.141731177274824205e+00,5.115692589636260834e+00
4.912431615973283705e+00,8.905968283634399185e+00,-8.449863336532075664e+00,-6.773970270533709481e+00,-1.422503166799297247e+01,5.513730566110710107e+00,3.039202005872862600e+00,8.599629315219857517e+00
-4.626847803335060405e+00,-5.182934335067827192e+00,-6.586287156498459083e+00,-8.526030078943614754e+00,-6.174754222590903119e+00,3.891157884990592120e+00,7.453128918008756543e+00,1.025019030262079411e+00
-4.461840041465618967e+00,8.090014214443257856e+00,-5.277766947612267501e+00,-8.250733135120846384e+00,-9.012798828046451050e+00,-1.085222749132270792e+01,1.198064434516350918e+00,7.676697435729997743e+00
-1.577545190503033545e-01,-3.303671050827127864e+00,7.524156779293270425e+00,-4.107466135364047588e+00,-8.821798194077196342e+00,-1.100959745851477045e+01,1.379158632517974770e+00,1.191739629053671479e+01
-1.575569814086684062e+00,-7.668070035299091813e+00,1.052164777616618707e+01,-5.119226341031358984e+00,-4.850111757000012958e+00,-1.460644565743666234e+01,-2.421204577218477372e+00,1.357793552174741869e+01
4.271904261904778899e+00,1.044035526869631525e+01,-6.615426290400198361e+00,-1.037932397018431097e+00,-8.648131608963335992e+00,5.816536233394775657e-01,1.991164402664511890e+00,7.721039758528308816e+00
-5.394513366523521647e+00,1.325892546302089414e+00,-9.277651206139362117e+00,-6.820864945653844380e+00,-8.678425608580273121e+00,-9.062259021424802441e+00,-5.875658270465442534e-01,7.058511186213354272e+00
5.972764486906026349e+00,-4.585630055848242570e+00,5.689344343160650297e+00,-5.994536278443084676e+00,-6.332689941381858034e+00,-1.201519161788138668e+01,-2.037465095300110995e+00,7.237861265472521843e+00
-1.069183405580819368e+00,2.880562545947581210e+00,-9.179196466311100977e+00,-5.251390547035922118e+00,-6.317029852790359001e+00,-7.338381646068992126e+00,3.266983446935372903e+00,8.785437552871066202e+00
-4.428766221308698015e+00,4.853805719422992659e+00,-4.995329991897692778e+00,-3.247023634784465429e+00,-9.692722825361752115e+00,-9.391937379306057210e+00,4.277958967553133540e+00,6.440479792826399930e+00
-5.879083313714899006e+00,-2.008143838806089487e+00,-1.093469848788128473e+01,-6.400443227637398813e+00,-3.405046894994522066e+00,1.985097170784673404e+00,7.291145880077108288e+00,-3.368292937225682238e+00
7.126168457743772500e+00,-2.139548130003119386e+00,8.567689765134570479e+00,-6.139013218122658877e+00,-6.915571275873758417e+00,-9.069762820131941794e+00,-1.369388783384811070e+00,1.088081372740807851e+01
-4.551404979647457161e+00,8.165707339705765122e+00,-5.460784633511554631e+00,-7.789763753083025932e+00,-7.230338911252427891e+00,-1.150120357350895794e+01,4.913612096294451170e+00,9.758368211359806921e+00
-3.301358680533152956e+00,-1.692964171501967208e+00,-6.478800133932108629e+00,-5.186094496765661255e+00,-8.385884383622240534e+00,6.904169804107296748e+00,5.392374706007687202e+00,3.707075066065737445e+00
-2.253539377849753222e+00,-6.662473853625227704e+00,-7.023260929399810060e+00,-3.935673228993580963e+00,-8.727258102217067659e+00,2.509782168534098634e+00,5.931697424239225747e+00,4.017872459175933386e+00
2.145804671089232230e+00,1.031905672703230792e+01,-6.337104270421157537e+00,-6.451985191570162037e+00,-9.123933592329670716e+00,2.808078853799637287e+00,4.933668659827208813e+00,2.446429517311808244e+00
-9.050367137515433313e+00,7.904121535547659505e+00,-7.532200700136374216e+00,-9.683138561858912752e+00,-5.937968813080802377e+00,-1.062922178951885677e+01,1.041317463215700956e+00,4.355265195722332727e+00
3.582422435896787771e+00,8.277152646959814675e+00,-6.015034688995139156e+00,-7.961488256250342843e+00,-7.924175486070573982e+00,3.340142387851815720e+00,9.532802047026391890e-01,6.793562668466829990e+00
-2.171080588838145253e+00,-7.134097115538069467e+00,-1.064794276584397004e+01,-5.085503604011102574e+00,-9.156332487685954646e+00,7.045995375769707358e+00,6.310634171445224538e+00,5.096699594530706978e-01
-3.636537295110927825e+00,-1.562461482554837744e-01,-7.695999862485410681e+00,-8.195995069078573891e+00,-9.380817725242785343e+00,7.411478173692986893e+00,3.703102412198628013e+00,2.044343925001353313e+00
-2.915748189314015804e+00,-5.131232160009004062e+00,6.509335225858937868e+00,-2.807671412347334972e+00,-3.575819213515868178e+00,-1.103925807287465766e+01,-3.320110832350462005e+00,1.046645379499406303e+01
1.587650520665251808e+00,5.683192606249037659e+00,-3.117557068524197561e+00,-4.670584314344288224e+00,-1.021349390763643328e+01,1.816589668318506323e+00,3.194578975251262776e+00,7.682092733031196552e+00
-5.193676000439201523e+00,-4.908515790999338435e+00,-9.755085324100305044e+00,-6.985388908335112390e+00,-2.440176790404663176e+00,1.713722023082896673e+00,2.205147465687101516e+00,4.114773214541561863e+00
-2.267291784847082603e+00,-5.479231513876325010e+00,-5.753204925346471654e+00,-9.644087955869991902e+00,-6.670755762412261092e+00,4.025916390729383565e+00,7.048516347645555236e+00,1.997935525929277256e+00
5.669599973630568002e-02,-1.943555448205983804e+00,4.967983122934613860e+00,-3.245702622119561731e+00,-3.535288113635249196e+00,-6.737599202559646727e+00,-2.674328207675944924e+00,1.149990019803436958e+01
8.613004689151932958e-01,2.854232247650276832e-01,9.743116409592408544e+00,-7.670043699775873414e+00,-5.078004915202654956e+00,-8.144064660028567104e+00,-2.190609201803683348e+00,7.240556330269947161e+00
6.989719212249592140e-01,5.846838606206888223e+00,-8.454454320902405229e+00,-6.641869377083200021e+00,-8.988619953739693358e+00,3.195865509915574165e+00,3.775871457407835585e+00,3.598030573275652344e+00
-4.527343619102707883e+00,7.821531198545736530e+00,-9.038702820323724296e+00,-6.304587791583371015e+00,-8.980423288935030612e+00,-9.371691712049599943e+00,6.458582898775964587e+00,1.160058038902234578e+01
-5.349639922766263211e+00,-5.374360588114790005e+00,-9.995047735038070869e+00,-9.110566600398259496e+00,-8.790775149103744468e+00,3.253461771174276151e+00,1.632066803762652007e+00,1.739662207001139604e+00
-4.385351461993109545e+00,-5.033251754516548715e+00,-9.335682248322996202e+00,-5.084290222463839548e+00,-5.243035638573186219e+00,3.078306035636582116e+00,1.042910985787326084e+01,3.585300379791918068e+00
-4.962062417071196663e+00,-4.709135682143130275e+00,-1.172976258602277611e+01,-4.562443857736370845e+00,-7.433883748425156313e+00,9.253640011941377530e-01,3.293875383129949430e+00,1.125555659189563240e+00
2.259628839444831172e+00,6.630454772220805815e+00,-3.648481213680037971e+00,-7.295375278409931497e+00,-1.042406753301832012e+01,2.271497486714115333e+00,2.688275632924234770e+00,7.092814905322390118e+00
1.749915227457508271e+00,-4.952229474750077465e+00,7.506125219412680849e+00,-1.743295027842339362e+00,-5.282960898825530549e+00,-1.474850475411235351e+01,-3.725002511828951590e+00,1.127793528739822193e+01
2.010605701200023354e+00,-3.398766326827485251e+00,6.683501126141499604e+00,-5.130789840602322904e+00,-6.484417531167579796e+00,-1.185074520772421991e+01,-2.417967292222519049e+00,9.579807070530979018e+00
5.940270148104325187e-01,8.213844828525051156e+00,-6.652365597579794176e+00,-5.824069285806959151e+00,-8.253148736583247214e+00,4.562288356489276886e+00,6.994764367702321906e-01,6.046288063719440053e+00
-1.019825460018926044e-01,1.048504295534161912e+01,-5.406598064480522048e+00,-5.024236720800958622e+00,-7.721061856313196081e+00,3.609825033995037291e+00,2.409467126399781556e+00,5.851842118952446548e+00
-1.064257511310571225e+00,6.286532322721268606e+00,-8.258605786111207436e+00,-5.683405540817481061e+00,-5.743628544975377892e+00,-9.290275582373103802e+00,1.002691630910785836e+00,1.069067993385103144e+01
-3.575783621013134628e+00,-8.605349755592468952e+00,-8.579003118646475912e+00,-6.046165142249457780e+00,-5.628779277152362148e+00,7.113646662393570352e+00,7.490015686327217814e+00,3.937638729857150910e+00
-2.788803879561294607e-01,-4.509838008357983874e+00,6.644686898591534607e+00,-9.331209972093383875e-01,-3.287946789425800986e+00,-1.092300683224202906e+01,1.289192955178348754e-01,9.431152706940677533e+00
1.502022162504456304e+00,-5.460534193630008915e+00,1.017673142705678302e+01,-9.323805902716979510e-01,-6.674327599015008161e+00,-8.258373575613406459e+00,-7.862402034118176619e-01,8.803865469833704438e+00
3.479373139883034760e+00,4.327292527147355017e+00,-5.658745293904465790e+00,-7.502760837872892274e+00,-5.820141986652075161e+00,4.538233197902234117e+00,4.670671175689333765e-01,6.818203780670439862e+00
2.166984969587086862e-01,-4.955448741782094046e+00,6.546947532197588515e+00,-5.112057592615017576e+00,-5.590230507972205665e+00,-8.815465108629830127e+00,3.649049416303246751e+00,1.106260108532558029e+01
-3.399514745307675945e+00,-5.301124893340422695e+00,-4.655917498205580429e+00,-3.325481968885646289e+00,-8.750680966670135064e+00,5.616487658462566479e+00,4.350168629312283208e+00,5.570434342245501824e+00
